0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.100000000000000089e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.599999999999999867e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.770000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.650000000000000355e+00,8.150000000000000355e+00,1.058000000000000007e+01,1.600000000000000089e+00,8.240000000000000213e+00,6.410000000000000142e+00,1.428999999999999915e+01,4.720000000000000284e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,7.780000000000000249e+00,2.830000000000000071e+00,7.519999999999999574e+00,5.040999999999999659e+01,1.957000000000000028e+01,1.206500000000000057e+02,1.818000000000000114e+02,1.698899999999999864e+02,1.504099999999999966e+02,2.793399999999999750e+02,2.910400000000000205e+02,2.945199999999999818e+02,3.143500000000000227e+02,3.325699999999999932e+02,3.644100000000000250e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.430000000000000160e+00,4.289000000000000057e+01,1.076400000000000006e+02,1.805800000000000125e+02,2.904399999999999977e+02,2.902500000000000000e+02,3.474800000000000182e+02,3.250699999999999932e+02,3.714900000000000091e+02,4.408500000000000227e+02,4.370500000000000114e+02,4.274399999999999977e+02,4.927799999999999727e+02,5.070899999999999750e+02,5.177000000000000455e+02,5.499900000000000091e+02,5.586200000000000045e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.900000000000000022e-01,1.129599999999999937e+02,2.020900000000000034e+02,2.360200000000000102e+02,3.585199999999999818e+02,3.946499999999999773e+02,4.245000000000000000e+02,4.707799999999999727e+02,5.178600000000000136e+02,5.457200000000000273e+02,5.764800000000000182e+02,5.943700000000000045e+02,6.024600000000000364e+02,6.212599999999999909e+02,6.493600000000000136e+02,6.610299999999999727e+02,6.809900000000000091e+02,6.955099999999999909e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.362000000000000455e+01,1.957700000000000102e+02,2.872400000000000091e+02,3.806999999999999886e+02,4.473000000000000114e+02,4.901800000000000068e+02,5.232300000000000182e+02,5.717300000000000182e+02,5.906900000000000546e+02,6.233899999999999864e+02,6.584099999999999682e+02,6.789700000000000273e+02,7.043200000000000500e+02,7.314700000000000273e+02,7.569199999999999591e+02,7.651599999999999682e+02,7.688099999999999454e+02,7.950399999999999636e+02
