5.010857474929424349e-01;0.000000000000000000e+00
5.012062958112731836e-01;1.000000000000000000e+00
6.211532739426265382e-01;1.001000000000000000e+03
7.399067537625741986e-01;2.001000000000000000e+03
8.574786108368164239e-01;3.001000000000000000e+03
9.738806025666122412e-01;4.001000000000000000e+03
1.089124369364541822e+00;5.001000000000000000e+03
1.203221435818568441e+00;6.001000000000000000e+03
1.316183211844518475e+00;7.001000000000000000e+03
1.428020993827094465e+00;8.001000000000000000e+03
1.538745965749534372e+00;9.001000000000000000e+03
1.648369200312028715e+00;1.000100000000000000e+04
1.756901660039013269e+00;1.100100000000000000e+04
1.864354198375438809e+00;1.200100000000000000e+04
1.970737560772139796e+00;1.300100000000000000e+04
2.076062385760394591e+00;1.400100000000000000e+04
2.180339206015800890e+00;1.500100000000000000e+04
2.283578449411560740e+00;1.600100000000000000e+04
2.385790440061289264e+00;1.700100000000000000e+04
2.486985399351442361e+00;1.800100000000000000e+04
2.587173446963477286e+00;1.900100000000000000e+04
2.686364601885834258e+00;2.000100000000000000e+04
2.784568783415859006e+00;2.100100000000000000e+04
2.881795812151750624e+00;2.200100000000000000e+04
2.978055410974632888e+00;2.300100000000000000e+04
3.073357206020867149e+00;2.400100000000000000e+04
3.167710727644682311e+00;2.500100000000000000e+04
3.261125411371222693e+00;2.600100000000000000e+04
3.353610598840124801e+00;2.700100000000000000e+04
3.445175538739694510e+00;2.800100000000000000e+04
3.535829387731793449e+00;2.900100000000000000e+04
3.625581211367521650e+00;3.000100000000000000e+04
3.714439984993791022e+00;3.100100000000000000e+04
3.802414594650873170e+00;3.200100000000000000e+04
3.889513837961024567e+00;3.300100000000000000e+04
3.975746425008260143e+00;3.400100000000000000e+04
4.061120979209380089e+00;3.500100000000000000e+04
4.145646038176326265e+00;3.600100000000000000e+04
4.229330054569963693e+00;3.700100000000000000e+04
4.312181396945349299e+00;3.800100000000000000e+04
4.394208350588621137e+00;3.900100000000000000e+04
4.475419118345528524e+00;4.000100000000000000e+04
4.555821821441733199e+00;4.100100000000000000e+04
4.635424500294954342e+00;4.200100000000000000e+04
4.714235115319017844e+00;4.300100000000000000e+04
4.792261547719913750e+00;4.400100000000000000e+04
4.869511600283932928e+00;4.500100000000000000e+04
4.945992998157959342e+00;4.600100000000000000e+04
5.021713389621996981e+00;4.700100000000000000e+04
5.096680346854016719e+00;4.800100000000000000e+04
5.170901366687184364e+00;4.900100000000000000e+04
5.244383871359555194e+00;5.000100000000000000e+04
5.317135209256317552e+00;5.100100000000000000e+04
5.389162655644640587e+00;5.200100000000000000e+04
5.460473413401213172e+00;5.300100000000000000e+04
5.531074613732553047e+00;5.400100000000000000e+04
5.600973316888128828e+00;5.500100000000000000e+04
5.670176512866405893e+00;5.600100000000000000e+04
5.738691122113856125e+00;5.700100000000000000e+04
5.806523996217019423e+00;5.800100000000000000e+04
